product_id,product_popularity,product_reorder_rate,product_distinct_users
125,28,0.03571428571428571,27
126,223,0.5201793721973094,107
127,449,0.33407572383073497,299
128,1108,0.5442238267148014,505
129,273,0.47985347985347987,142
130,3864,0.6200828157349897,1468
131,126,0.6507936507936508,44
132,100,0.6,40
133,17,0.0,17
134,37,0.08108108108108109,34
135,6,0.16666666666666666,5
136,42,0.5238095238095238,20
137,308,0.6201298701298701,117
138,294,0.3673469387755102,186
139,24,0.3333333333333333,16
140,22,0.09090909090909091,20
141,3639,0.6455070074196207,1290
142,22,0.3181818181818182,15
143,23,0.17391304347826086,19
144,39,0.20512820512820512,31
145,74,0.33783783783783783,49
146,101,0.49504950495049505,51
147,14,0.14285714285714285,12
148,4903,0.5665918825209055,2125
149,584,0.4897260273972603,298
150,206,0.3640776699029126,131
151,5,0.0,5
152,11,0.18181818181818182,9
153,44,0.13636363636363635,38
154,30,0.4666666666666667,16
155,59,0.1694915254237288,49
156,207,0.5603864734299517,91
157,54,0.24074074074074073,41
158,181,0.6464088397790055,64
159,61,0.19672131147540983,49
160,3282,0.2254722730042657,2542
161,10,0.2,8
162,4919,0.6918072779020126,1516
163,9,0.0,9
164,8,0.125,7
165,1343,0.4058078927773641,798
166,4,0.0,4
167,13,0.3076923076923077,9
168,54,0.3888888888888889,33
169,1877,0.5412892914224827,861
170,3,0.0,3
171,4,0.25,3
172,97,0.7319587628865979,26
173,14,0.2857142857142857,10
174,18,0.3333333333333333,12
175,6,0.16666666666666666,5
176,181,0.5966850828729282,73
177,183,0.6830601092896175,58
178,41,0.5853658536585366,17
179,73,0.4931506849315068,37
180,32,0.34375,21
181,287,0.36585365853658536,182
182,5,0.0,5
183,7,0.2857142857142857,5
184,1040,0.46923076923076923,552
185,75,0.48,39
186,581,0.39070567986230637,354
187,269,0.5353159851301115,125
188,225,0.6888888888888889,70
189,29,0.4482758620689655,16
190,154,0.35064935064935066,100
191,18,0.3333333333333333,12
192,35,0.14285714285714285,30
193,10,0.3,7
194,452,0.6924778761061947,139
195,32,0.75,8
196,35791,0.7764801207007348,8000
197,15,0.3333333333333333,10
198,43,0.32558139534883723,29
199,267,0.2209737827715356,208
200,8,0.0,8
201,17,0.29411764705882354,12
202,13,0.15384615384615385,11
203,31,0.1935483870967742,25
204,4931,0.47414317582640436,2593
205,83,0.6506024096385542,29
206,184,0.46195652173913043,99
207,849,0.5206124852767963,407
208,27,0.5185185185185185,13
209,80,0.3375,53
210,4552,0.5973198594024605,1833
211,377,0.53315649867374,176
212,221,0.5429864253393665,101
213,111,0.5045045045045045,55
214,17,0.23529411764705882,13
215,353,0.26345609065155806,260
216,552,0.4601449275362319,298
217,246,0.5528455284552846,110
218,12,0.3333333333333333,8
219,624,0.40865384615384615,369
220,7,0.14285714285714285,6
221,47,0.5106382978723404,23
222,497,0.5714285714285714,213
223,121,0.7520661157024794,30
224,2,0.0,2
225,6,0.0,6
226,1541,0.4218040233614536,891
227,7,0.0,7
228,1558,0.5879332477535302,642
229,83,0.20481927710843373,66
230,21,0.6190476190476191,8
231,13,0.3076923076923077,9
232,69,0.5362318840579711,32
233,113,0.45132743362831856,62
234,158,0.4810126582278481,82
235,28,0.32142857142857145,19
236,7,0.14285714285714285,6
237,100,0.54,46
238,26,0.38461538461538464,16
239,188,0.48404255319148937,97
240,31,0.3225806451612903,21
241,46,0.5869565217391305,19
242,138,0.6884057971014492,43
243,32,0.40625,19
244,41,0.2926829268292683,29
245,36,0.3888888888888889,22
246,826,0.2542372881355932,616
247,57,0.19298245614035087,46
248,6371,0.4002511379689217,3821
249,5,0.4,3
250,14,0.35714285714285715,9
251,24,0.4166666666666667,14
252,3,0.0,3
253,53,0.49056603773584906,27
254,63,0.07936507936507936,58
255,53,0.16981132075471697,44
256,391,0.47570332480818417,205
257,33,0.8181818181818182,6
258,2033,0.5110673880964093,994
259,3,0.0,3
260,23900,0.6351882845188285,8719
261,1417,0.507410021171489,698
262,179,0.33519553072625696,119
263,172,0.040697674418604654,165
264,3025,0.6727272727272727,990
265,7,0.14285714285714285,6
266,103,0.7864077669902912,22
267,162,0.5493827160493827,73
268,6,0.16666666666666666,5
269,8,0.125,7
270,187,0.29411764705882354,132
271,31,0.3548387096774194,20
272,14,0.21428571428571427,11
273,1323,0.6122448979591837,513
274,2205,0.29297052154195014,1559
275,143,0.16783216783216784,119
276,2454,0.37571312143439284,1532
277,3037,0.6947645702996378,927
278,897,0.24526198439241917,677
279,194,0.35051546391752575,126
280,1186,0.3591905564924115,760
281,194,0.3556701030927835,125
282,138,0.5,69
283,3030,0.4693069306930693,1608
284,174,0.4885057471264368,89
285,156,0.358974358974359,100
286,208,0.2548076923076923,155
287,3107,0.7055037013196009,915
288,296,0.6351351351351351,108
289,6,0.16666666666666666,5
290,81,0.5061728395061729,40
291,15,0.2,12
292,29,0.27586206896551724,21
293,183,0.6284153005464481,68
294,1016,0.5374015748031497,470
295,49,0.20408163265306123,39
296,10,0.4,6
297,42,0.14285714285714285,36
298,43,0.5813953488372093,18
299,12,0.0,12
300,393,0.2035623409669211,313
301,17,0.4117647058823529,10
302,10,0.3,7
303,26,0.07692307692307693,24
304,103,0.3883495145631068,63
305,228,0.2850877192982456,163
306,44,0.29545454545454547,31
307,251,0.3705179282868526,158
308,9,0.1111111111111111,8
309,30,0.4,18
310,1103,0.6310063463281959,407
311,8212,0.5569897710667316,3638
312,5,0.2,4
313,8,0.125,7
314,7,0.0,7
315,28,0.21428571428571427,22
316,35,0.17142857142857143,29
317,74,0.6351351351351351,27
318,14,0.07142857142857142,13
319,201,0.5223880597014925,96
320,4,0.0,4
321,22,0.22727272727272727,17
322,317,0.526813880126183,150
323,24,0.041666666666666664,23
324,13,0.3076923076923077,9
325,1104,0.6141304347826086,426
326,49,0.22448979591836735,38
327,715,0.5146853146853146,347
328,7,0.14285714285714285,6
329,15459,0.7985639433339802,3114
330,657,0.2617960426179604,485
331,13,0.15384615384615385,11
332,49,0.40816326530612246,29
333,65,0.24615384615384617,49
334,278,0.5431654676258992,127
335,193,0.7305699481865285,52
336,26,0.7307692307692307,7
337,32,0.15625,27
338,17,0.29411764705882354,12
339,191,0.5863874345549738,79
340,569,0.6115992970123023,221
341,36,0.2222222222222222,28
342,121,0.512396694214876,59
343,3180,0.6176100628930817,1216
344,3,0.0,3
345,6,0.3333333333333333,4
346,3,0.0,3
347,747,0.6345381526104418,273
348,51,0.4117647058823529,30
349,149,0.0738255033557047,138
350,534,0.5861423220973783,221
351,262,0.3244274809160305,177
352,558,0.532258064516129,261
353,220,0.5727272727272728,94
354,335,0.28955223880597014,238
355,49,0.30612244897959184,34
356,28,0.6785714285714286,9
357,6,0.0,6
358,314,0.35668789808917195,202
359,186,0.4032258064516129,111
360,209,0.5741626794258373,89
361,34,0.0,34
362,29,0.2413793103448276,22
363,62,0.20967741935483872,49
364,68,0.4117647058823529,40
365,7830,0.583397190293742,3262
366,76,0.18421052631578946,62
367,135,0.35555555555555557,87
368,56,0.16071428571428573,47
369,4,0.0,4
370,4,0.0,4
371,7,0.0,7
372,49,0.16326530612244897,41
373,122,0.45901639344262296,66
374,16,0.625,6
375,101,0.2871287128712871,72
376,38,0.23684210526315788,29
377,288,0.7430555555555556,74
378,395,0.39746835443037976,238
379,6,0.16666666666666666,5
380,85,0.3058823529411765,59
381,33,0.42424242424242425,19
382,63,0.5714285714285714,27
383,151,0.45695364238410596,82
384,5,0.2,4
385,77,0.4805194805194805,40
386,108,0.4722222222222222,57
387,98,0.46938775510204084,52
388,388,0.20876288659793815,307
389,1687,0.5660936573799644,732
390,10,0.2,8
391,91,0.21978021978021978,71
392,56,0.375,35
393,25,0.28,18
394,29,0.0,29
395,29,0.034482758620689655,28
396,34,0.5,17
397,4334,0.3124134748500231,2980
398,17,0.17647058823529413,14
399,23,0.6086956521739131,9
400,96,0.6041666666666666,38
401,324,0.29012345679012347,230
402,58,0.39655172413793105,35
403,404,0.5198019801980198,194
404,54,0.18518518518518517,44
405,1272,0.5511006289308176,571
406,57,0.6140350877192983,22
407,14,0.2857142857142857,10
408,19,0.10526315789473684,17
409,8,0.0,8
410,11,0.0,11
411,15,0.13333333333333333,13
412,9,0.1111111111111111,8
413,7,0.2857142857142857,5
414,17,0.7058823529411765,5
415,168,0.6726190476190477,55
416,31,0.41935483870967744,18
417,4,0.25,3
418,194,0.29896907216494845,136
419,214,0.5794392523364486,90
420,17,0.6470588235294118,6
421,528,0.3465909090909091,345
422,22,0.2727272727272727,16
423,6,0.3333333333333333,4
424,2748,0.3409752547307133,1811
425,15,0.6,6
426,61,0.639344262295082,22
427,226,0.26991150442477874,165
428,215,0.3767441860465116,134
429,2471,0.3524888709024686,1600
430,9,0.2222222222222222,7
431,14,0.2857142857142857,10
432,30935,0.7286891870050105,8393
433,41,0.4146341463414634,24
434,35,0.34285714285714286,23
435,76,0.4605263157894737,41
436,4831,0.46015317739598427,2608
437,8,0.5,4
438,10,0.5,5
439,10,0.3,7
440,4,0.0,4
441,2,0.0,2
442,72,0.7083333333333334,21
443,353,0.45609065155807366,192
444,101,0.6039603960396039,40
445,427,0.6065573770491803,168
446,452,0.7588495575221239,109
447,27,0.14814814814814814,23
448,8,0.5,4
449,1527,0.5461689587426326,693
450,3,0.0,3
451,9,0.2222222222222222,7
452,11,0.0,11
453,50,0.62,19
454,16,0.0,16
455,853,0.3540445486518171,551
456,266,0.3308270676691729,178
457,661,0.5491679273827534,298
458,16,0.1875,13
459,2765,0.6455696202531646,980
460,3,0.0,3
461,7,0.0,7
462,45,0.17777777777777778,37
463,32,0.125,28
464,5,0.2,4
465,80,0.625,30
466,101,0.42574257425742573,58
467,91,0.37362637362637363,57
468,141,0.48936170212765956,72
469,96,0.3645833333333333,61
470,150,0.48,78
471,138,0.5652173913043478,60
472,23,0.21739130434782608,18
473,3,0.0,3
474,8,0.0,8
475,6,0.3333333333333333,4
476,12,0.25,9
477,26,0.46153846153846156,14
478,101,0.31683168316831684,69
479,24,0.5416666666666666,11
480,837,0.4133811230585424,491
481,3020,0.15496688741721854,2552
482,28,0.39285714285714285,17
483,72,0.375,45
484,94,0.5638297872340425,41
485,22,0.5,11
486,1729,0.551764025448236,775
487,13,0.0,13
488,105,0.6761904761904762,34
489,30,0.26666666666666666,22
490,12,0.08333333333333333,11
491,11,0.18181818181818182,9
492,20,0.8,4
493,342,0.6111111111111112,133
494,3,0.3333333333333333,2
495,450,0.24888888888888888,338
496,37,0.3783783783783784,23
497,4,0.25,3
498,201,0.263681592039801,148
499,24,0.20833333333333334,19
500,1770,0.17853107344632768,1454
501,40,0.7,12
502,511,0.5968688845401174,206
503,68,0.3382352941176471,45
504,4,0.0,4
505,39,0.46153846153846156,21
506,38,0.18421052631578946,31
507,78,0.3076923076923077,54
508,158,0.569620253164557,68
509,51,0.29411764705882354,36
510,8,0.125,7
511,5,0.0,5
512,289,0.671280276816609,95
513,207,0.17391304347826086,171
514,68,0.04411764705882353,65
515,147,0.6870748299319728,46
516,1229,0.54759967453214,556
517,622,0.545016077170418,283
518,112,0.4017857142857143,67
519,953,0.6789087093389297,306
520,22,0.22727272727272727,17
521,436,0.25,327
522,274,0.3284671532846715,184
523,72,0.1527777777777778,61
524,45,0.5111111111111111,22
525,18,0.1111111111111111,16
526,10,0.0,10
527,52,0.23076923076923078,40
528,30,0.5333333333333333,14
529,28,0.07142857142857142,26
530,177,0.6779661016949152,57
531,120,0.5416666666666666,55
532,17,0.6470588235294118,6
533,7,0.0,7
534,14,0.5,7
535,152,0.21052631578947367,120
536,334,0.5389221556886228,154
537,62,0.5,31
538,4,0.25,3
539,126,0.38095238095238093,78
540,9,0.2222222222222222,7
541,214,0.2102803738317757,169
542,12,0.25,9
543,27,0.6296296296296297,10
544,561,0.5133689839572193,273
545,26,0.038461538461538464,25
546,2926,0.37559808612440193,1827
547,21,0.14285714285714285,18
548,98,0.5102040816326531,48
549,38,0.3684210526315789,24
550,39,0.4358974358974359,22
551,36,0.6666666666666666,12
552,362,0.31215469613259667,249
553,13,0.5384615384615384,6
554,1284,0.7266355140186916,351
555,22,0.2727272727272727,16
556,5,0.2,4
557,324,0.4444444444444444,180
558,58,0.3275862068965517,39
559,28,0.21428571428571427,22
560,29,0.4482758620689655,16
561,6,0.3333333333333333,4
562,3,0.0,3
563,94,0.24468085106382978,71
564,8,0.375,5
565,46,0.1956521739130435,37
566,107,0.5046728971962616,53
567,61,0.4262295081967213,35
568,64,0.109375,57
569,14,0.14285714285714285,12
570,4,0.5,2
571,65,0.5692307692307692,28
572,24,0.041666666666666664,23
573,12,0.25,9
574,3,0.0,3
575,193,0.2694300518134715,141
576,104,0.125,91
577,141,0.16312056737588654,118
578,155,0.09032258064516129,141
579,17,0.29411764705882354,12
580,14,0.14285714285714285,12
581,6735,0.5254639940608761,3196
582,84,0.4523809523809524,46
583,14,0.14285714285714285,12
584,184,0.6304347826086957,68
585,9,0.4444444444444444,5
586,62,0.3387096774193548,41
587,36,0.1111111111111111,32
588,1312,0.573170731707317,560
589,81,0.7037037037037037,24
590,51,0.45098039215686275,28
591,55,0.45454545454545453,30
592,49,0.5918367346938775,20
593,204,0.35784313725490197,131
594,817,0.5238678090575275,389
595,71,0.7746478873239436,16
596,8,0.25,6
597,44,0.5909090909090909,18
598,113,0.35398230088495575,73
599,9,0.2222222222222222,7
600,100,0.51,49
601,79,0.189873417721519,64
602,24,0.3333333333333333,16
603,34,0.0,34
604,110,0.2727272727272727,80
605,4258,0.4781587599812118,2222
606,112,0.29464285714285715,79
607,57,0.2807017543859649,41
608,23,0.4782608695652174,12
609,9,0.3333333333333333,6
610,27,0.48148148148148145,14
611,2147,0.6278528178854215,799
612,70,0.34285714285714286,46
613,69,0.2608695652173913,51
614,127,0.3543307086614173,82
615,246,0.524390243902439,117
616,126,0.3888888888888889,77
617,409,0.5281173594132029,193
618,4,0.0,4
619,7,0.42857142857142855,4
620,5,0.4,3
621,13,0.0,13
622,91,0.5494505494505495,41
623,27,0.48148148148148145,14
624,26,0.11538461538461539,23
625,831,0.47653429602888087,435
626,662,0.5498489425981873,298
627,16,0.375,10
628,13,0.15384615384615385,11
629,54,0.46296296296296297,29
630,484,0.4669421487603306,258
631,147,0.5850340136054422,61
632,49,0.22448979591836735,38
633,357,0.4649859943977591,191
634,109,0.4036697247706422,65
635,84,0.5476190476190477,38
636,29,0.10344827586206896,26
637,82,0.25609756097560976,61
638,52,0.3076923076923077,36
639,9,0.1111111111111111,8
640,402,0.38308457711442784,248
641,24,0.4583333333333333,13
642,138,0.572463768115942,59
643,49,0.42857142857142855,28
644,1199,0.48957464553794827,612
645,147,0.3945578231292517,89
646,41,0.5609756097560976,18
647,7,0.2857142857142857,5
648,724,0.36049723756906077,463
649,1212,0.6295379537953796,449
650,114,0.35964912280701755,73
651,15035,0.5978051213834387,6047
652,12,0.3333333333333333,8
653,175,0.7257142857142858,48
654,15,0.4,9
655,31,0.2903225806451613,22
656,3,0.0,3
657,10,0.3,7
658,43,0.7906976744186046,9
659,259,0.6061776061776062,102
660,14,0.42857142857142855,8
661,17,0.5882352941176471,7
662,25,0.32,17
663,836,0.40311004784689,499
664,182,0.2802197802197802,131
665,11,0.18181818181818182,9
666,185,0.772972972972973,42
667,51,0.23529411764705882,39
668,123,0.6585365853658537,42
669,386,0.4896373056994819,197
670,31,0.5806451612903226,13
671,600,0.3283333333333333,403
672,3,0.0,3
673,726,0.29201101928374656,514
674,56,0.5,28
675,125,0.68,40
676,27,0.2222222222222222,21
677,144,0.6944444444444444,44
678,28,0.25,21
679,40,0.5,20
680,53,0.39622641509433965,32
681,4,0.25,3
682,78,0.32051282051282054,53
683,181,0.30939226519337015,125
684,5,0.2,4
685,148,0.40540540540540543,88
686,13,0.0,13
687,7,0.14285714285714285,6
688,10,0.3,7
689,25,0.16,21
690,27,0.37037037037037035,17
691,3151,0.6299587432561091,1166
692,90,0.3888888888888889,55
693,18,0.6111111111111112,7
694,80,0.3875,49
695,682,0.7360703812316716,180
696,10,0.2,8
697,432,0.46296296296296297,232
698,19,0.15789473684210525,16
699,214,0.5934579439252337,87
700,28,0.8928571428571429,3
701,3,0.0,3
702,194,0.4948453608247423,98
703,804,0.5385572139303483,371
704,10,0.1,9
705,419,0.45346062052505964,229
706,12,0.08333333333333333,11
707,15,0.3333333333333333,10
708,13,0.23076923076923078,10
709,29,0.5172413793103449,14
710,10,0.4,6
711,113,0.1415929203539823,97
712,967,0.6359875904860393,352
713,34,0.08823529411764706,31
714,774,0.6201550387596899,294
715,7,0.0,7
716,48,0.5208333333333334,23
717,1474,0.36363636363636365,938
718,10,0.2,8
719,4,0.0,4
720,9,0.3333333333333333,6
721,4,0.0,4
722,656,0.6082317073170732,257
723,706,0.3909348441926346,430
724,102,0.21568627450980393,80
725,27,0.037037037037037035,26
726,422,0.5071090047393365,208
727,86,0.37209302325581395,54
728,70,0.42857142857142855,40
729,23,0.391304347826087,14
730,111,0.2882882882882883,79
731,69,0.43478260869565216,39
732,35,0.2571428571428571,26
733,14,0.5,7
734,43,0.27906976744186046,31
735,146,0.5547945205479452,65
736,18,0.6111111111111112,7
737,205,0.35609756097560974,132
738,649,0.6271186440677966,242
739,23,0.34782608695652173,15
740,221,0.3936651583710407,134
741,20,0.6,8
742,1203,0.341645885286783,792
743,699,0.6151645207439199,269
744,317,0.5078864353312302,156
745,9,0.4444444444444444,5
746,14,0.21428571428571427,11
747,265,0.38113207547169814,164
748,39,0.46153846153846156,21
749,29,0.7586206896551724,7
750,7,0.42857142857142855,4
751,12,0.08333333333333333,11
752,33,0.09090909090909091,30
753,61,0.22950819672131148,47
754,14,0.14285714285714285,12
755,231,0.5324675324675324,108
756,191,0.6492146596858639,67
757,54,0.4444444444444444,30
758,464,0.5948275862068966,188
759,112,0.21428571428571427,88
760,679,0.33726067746686306,450
761,6,0.5,3
762,19,0.5789473684210527,8
763,150,0.34,99
764,4,0.5,2
765,116,0.3103448275862069,80
766,429,0.43123543123543123,244
767,20,0.1,18
768,185,0.3621621621621622,118
769,523,0.5850860420650096,217
770,6,0.16666666666666666,5
771,197,0.37055837563451777,124
772,7,0.14285714285714285,6
773,8,0.0,8
774,27,0.1111111111111111,24
775,395,0.4379746835443038,222
776,30,0.3333333333333333,20
777,274,0.6642335766423357,92
778,707,0.5445544554455446,322
779,191,0.6230366492146597,72
780,638,0.7852664576802508,137
781,8326,0.6731924093202017,2721
782,271,0.44280442804428044,151
783,4,0.0,4
784,248,0.2862903225806452,177
785,44,0.0,44
786,18,0.2222222222222222,14
787,5,0.4,3
788,623,0.6709470304975923,205
789,49,0.5102040816326531,24
790,3700,0.4805405405405405,1922
791,8,0.375,5
792,39,0.41025641025641024,23
793,42,0.5,21
794,813,0.32718327183271834,547
795,340,0.6823529411764706,108
796,51,0.23529411764705882,39
797,13,0.46153846153846156,7
798,54,0.037037037037037035,52
799,9,0.2222222222222222,7
800,10,0.1,9
801,31,0.16129032258064516,26
802,27,0.8518518518518519,4
803,3,0.0,3
804,9,0.0,9
805,27,0.25925925925925924,20
806,86,0.47674418604651164,45
807,15,0.5333333333333333,7
808,12,0.16666666666666666,10
809,621,0.6344605475040258,227
810,2382,0.3052057094878254,1655
811,4,0.0,4
812,3842,0.5093701197293077,1885
813,65,0.15384615384615385,55
814,27,0.4444444444444444,15
815,9,0.6666666666666666,3
816,109,0.07339449541284404,101
817,11,0.5454545454545454,5
818,22,0.7272727272727273,6
819,26,0.11538461538461539,23
820,1240,0.5620967741935484,543
821,18,0.05555555555555555,17
822,7,0.14285714285714285,6
823,314,0.3853503184713376,193
824,12,0.08333333333333333,11
825,6,0.0,6
826,72,0.2222222222222222,56
827,16,0.25,12
828,139,0.2302158273381295,107
829,15,0.26666666666666666,11
830,9,0.0,9
831,68,0.2647058823529412,50
832,9,0.6666666666666666,3
833,12,0.08333333333333333,11
834,49,0.7142857142857143,14
835,52,0.5,26
836,238,0.6134453781512605,92
837,514,0.45136186770428016,282
838,22,0.2727272727272727,16
839,55,0.7636363636363637,13
840,12,0.3333333333333333,8
841,14,0.42857142857142855,8
842,20,0.3,14
843,6,0.3333333333333333,4
844,142,0.43661971830985913,80
845,123,0.17886178861788618,101
846,28,0.25,21
847,15,0.06666666666666667,14
848,19,0.47368421052631576,10
849,238,0.4411764705882353,133
850,94,0.4787234042553192,49
851,7,0.0,7
852,898,0.6124721603563474,348
853,387,0.40568475452196384,230
854,159,0.16352201257861634,133
855,17,0.5294117647058824,8
856,24,0.375,15
857,589,0.49575551782682514,297
858,15,0.5333333333333333,7
859,1479,0.46991210277214335,784
860,22,0.045454545454545456,21
861,15,0.2,12
862,9,0.2222222222222222,7
863,223,0.336322869955157,148
864,7,0.0,7
865,75,0.17333333333333334,62
866,69,0.5507246376811594,31
867,9,0.1111111111111111,8
868,7,0.0,7
869,80,0.4125,47
870,17,0.4117647058823529,10
871,7,0.0,7
872,145,0.696551724137931,44
873,199,0.6984924623115578,60
874,240,0.30833333333333335,166
875,53,0.6037735849056604,21
876,6,0.16666666666666666,5
877,1172,0.7832764505119454,254
878,759,0.310935441370224,523
879,107,0.4485981308411215,59
880,341,0.31671554252199413,233
881,2324,0.2921686746987952,1645
882,4,0.0,4
883,222,0.7657657657657657,52
884,1002,0.08682634730538923,915
885,29,0.5172413793103449,14
886,24,0.5,12
887,16,0.0,16
888,170,0.24705882352941178,128
889,812,0.6748768472906403,264
890,21997,0.47588307496476795,11529
891,21,0.3333333333333333,14
892,65,0.7846153846153846,14
893,91,0.07692307692307693,84
894,50,0.62,19
895,3478,0.7826336975273146,756
896,23,0.08695652173913043,21
897,9,0.0,9
898,158,0.26582278481012656,116
899,58,0.46551724137931033,31
900,68,0.4264705882352941,39
901,20,0.4,12
902,3,0.0,3
903,304,0.46710526315789475,162
904,123,0.7642276422764228,29
905,5,0.0,5
906,23,0.43478260869565216,13
907,2025,0.5545679012345679,902
908,59,0.2542372881355932,44
909,7,0.14285714285714285,6
910,14,0.5714285714285714,6
911,80,0.6625,27
912,15,0.4666666666666667,8
913,781,0.15492957746478872,660
914,35,0.05714285714285714,33
915,10,0.0,10
916,11,0.6363636363636364,4
917,44,0.1590909090909091,37
918,71,0.29577464788732394,50
919,38,0.631578947368421,14
920,3157,0.6198923028191321,1200
921,159,0.36477987421383645,101
922,9,0.1111111111111111,8
923,12,0.16666666666666666,10
924,8,0.375,5
925,327,0.24770642201834864,246
926,281,0.398576512455516,169
927,571,0.4956217162872154,288
928,737,0.4694708276797829,391
929,44,0.3409090909090909,29
930,196,0.5561224489795918,87
931,4,0.0,4
932,473,0.587737843551797,195
933,134,0.582089552238806,56
934,26,0.5769230769230769,11
935,287,0.5331010452961672,134
936,6,0.0,6
937,391,0.46547314578005117,209
938,138,0.2246376811594203,107
939,2170,0.48294930875576036,1122
940,885,0.38305084745762713,546
941,1411,0.5237420269312544,672
942,3,0.0,3
943,42,0.2857142857142857,30
944,9,0.0,9
945,1365,0.5794871794871795,574
946,9,0.3333333333333333,6
947,4,0.0,4
948,23,0.08695652173913043,21
949,38,0.13157894736842105,33
950,6,0.0,6
951,29,0.1724137931034483,24
952,782,0.17774936061381075,643
953,32,0.40625,19
954,8,0.375,5
955,197,0.4365482233502538,111
956,15,0.06666666666666667,14
957,9,0.1111111111111111,8
958,68,0.04411764705882353,65
959,263,0.4600760456273764,142
960,64,0.390625,39
961,475,0.4863157894736842,244
962,71,0.23943661971830985,54
963,28,0.32142857142857145,19
964,7,0.0,7
965,2,0.0,2
966,38,0.23684210526315788,29
967,315,0.5301587301587302,148
968,238,0.2857142857142857,170
969,366,0.3469945355191257,239
970,152,0.47368421052631576,80
971,17,0.17647058823529413,14
972,1215,0.3802469135802469,753
973,5,0.0,5
974,6,0.16666666666666666,5
975,220,0.33181818181818185,147
976,65,0.2923076923076923,46
977,141,0.2695035460992908,103
978,47,0.46808510638297873,25
979,93,0.6881720430107527,29
980,200,0.235,153
981,57,0.38596491228070173,35
982,68,0.36764705882352944,43
983,14,0.14285714285714285,12
984,40,0.075,37
985,55,0.5818181818181818,23
986,16,0.1875,13
987,23,0.34782608695652173,15
988,15,0.4,9
989,22,0.6818181818181818,7
990,551,0.3956442831215971,333
